ROI name,Estimate,Std. Error,t value,p-value (FDR corrected),
Left caudal anterior cingulate, 0.50119861,0.69534, 0.72079359,0.72719, 
Left caudal middle frontal, 1.39905495,0.94305, 1.48354906,0.53321, 
Left cuneus,-0.18580536,0.94153,-0.19734368,0.88680, 
Left entorhinal,-1.13731774,0.46742,-2.43317430,0.40888, 
Left fusiform, 0.94698874,0.53353, 1.77495670,0.44992, 
Left inferior parietal, 1.70613316,0.79220, 2.15366178,0.40888, 
Left inferior temporal, 0.51684371,0.69109, 0.74786645,0.72719, 
Left isthmus cingulate,-1.68724265,0.90454,-1.86531303,0.44885, 
Left lateral occipital, 0.79529879,0.72286, 1.10021073,0.58262, 
Left lateral orbitofrontal,-0.57366927,0.96932,-0.59182581,0.74813, 
Left lingual, 1.25389750,0.67379, 1.86096972,0.44885, 
Left medial orbitofrontal, 0.18478718,0.70184, 0.26329109,0.85355, 
Left middle temporal,-0.27692350,0.70296,-0.39394083,0.85355, 
Left parahippocampal, 1.23954012,0.61533, 2.01443079,0.40888, 
Left paracentral,-1.26791455,1.17178,-1.08203771,0.58262, 
Left pars opercularis,-0.23689057,0.92581,-0.25587469,0.85355, 
Left pars orbitalis,-1.38238892,0.90282,-1.53118969,0.53321, 
Left pars triangularis,-0.79838570,0.99639,-0.80127987,0.72719, 
Left pericalcarine, 0.67424178,0.57864, 1.16521548,0.58262, 
Left postcentral,-1.56996125,1.45258,-1.08080987,0.58262, 
Left posterior cingulate,-0.70116475,1.02925,-0.68123817,0.72719, 
Left precentral,-1.10358605,1.69441,-0.65131146,0.72719, 
Left precuneus,-1.67069596,1.08143,-1.54489302,0.53321, 
Left rostral anterior cingulate,-0.18236883,0.59430,-0.30686460,0.85355, 
Left rostral middle frontal, 0.93737184,0.77147, 1.21505196,0.58262, 
Left superior frontal, 1.13361277,0.99683, 1.13721254,0.58262, 
Left superior parietal, 0.90015730,1.26386, 0.71222821,0.72719, 
Left superior temporal,-2.99243044,1.27110,-2.35419726,0.40888, 
Left supramarginal,-0.72901155,1.09040,-0.66857059,0.72719, 
Left transverse temporal,-0.25511468,0.78805,-0.32372728,0.85355, 
Left insula,-1.02066698,0.68840,-1.48267584,0.53321, 
Right caudal anterior cingulate,-0.98120242,0.60028,-1.63457433,0.53321, 
Right caudal middle frontal,-0.00474100,0.98693,-0.00480377,0.99960, 
Right cuneus,-0.25777236,0.90845,-0.28374899,0.85355, 
Right entorhinal,-0.99784176,0.45073,-2.21382420,0.40888, 
Right fusiform, 0.80630265,0.45646, 1.76642861,0.44992, 
Right inferior parietal, 0.46764048,0.75916, 0.61599332,0.74269, 
Right inferior temporal, 0.38630417,0.57444, 0.67248820,0.72719, 
Right isthmus cingulate,-0.69601985,0.84912,-0.81969700,0.72719, 
Right lateral occipital, 0.39482904,0.82189, 0.48039094,0.83345, 
Right lateral orbitofrontal,-0.62248762,0.83747,-0.74329516,0.72719, 
Right lingual, 0.95227745,0.71686, 1.32840521,0.58262, 
Right medial orbitofrontal, 0.23041392,0.74667, 0.30858726,0.85355, 
Right middle temporal, 0.04100808,0.74115, 0.05533009,0.98783, 
Right parahippocampal, 0.92452709,0.63220, 1.46239635,0.53321, 
Right paracentral,-0.96036273,1.08632,-0.88405345,0.72719, 
Right pars opercularis,-1.35902471,1.05707,-1.28565703,0.58262, 
Right pars orbitalis,-0.24604102,0.83624,-0.29422433,0.85355, 
Right pars triangularis, 0.94410450,0.98973, 0.95389900,0.68404, 
Right pericalcarine, 0.85637259,0.65752, 1.30242955,0.58262, 
Right postcentral, 0.44421755,1.53198, 0.28996335,0.85355, 
Right posterior cingulate,-0.34766545,0.88097,-0.39463734,0.85355, 
Right precentral,-1.13542927,1.54269,-0.73600521,0.72719, 
Right precuneus, 0.00056778,1.11644, 0.00050857,0.99960, 
Right rostral anterior cingulate,-1.01286791,0.48829,-2.07430108,0.40888, 
Right rostral middle frontal, 0.77607080,0.67068, 1.15714019,0.58262, 
Right superior frontal, 1.17289444,0.98867, 1.18633692,0.58262, 
Right superior parietal, 1.33523896,1.06420, 1.25469376,0.58262, 
Right superior temporal,-0.38971395,1.24802,-0.31226468,0.85355, 
Right supramarginal, 1.44635027,1.07968, 1.33961455,0.58262, 
Right transverse temporal,-0.62611023,0.82908,-0.75519112,0.72719, 
Right insula,-1.51019403,0.68533,-2.20359164,0.40888, 
