ROI name,Estimate,Std. Error,t value,p-value (FDR corrected),
Left caudal anterior cingulate,-0.427460,1.2974,-0.329476,0.97844, 
Left caudal middle frontal, 1.946238,2.9013, 0.670819,0.97844, 
Left cuneus,-2.771976,2.3970,-1.156448,0.97844, 
Left entorhinal, 1.061499,1.4874, 0.713638,0.97844, 
Left fusiform, 0.220279,1.4197, 0.155156,0.97844, 
Left inferior parietal,-1.790282,1.7401,-1.028863,0.97844, 
Left inferior temporal,-0.796711,1.5494,-0.514194,0.97844, 
Left isthmus cingulate, 0.638199,1.9320, 0.330324,0.97844, 
Left lateral occipital,-1.861843,1.7750,-1.048920,0.97844, 
Left lateral orbitofrontal,-2.743237,1.7550,-1.563113,0.97844, 
Left lingual,-1.672500,1.5695,-1.065603,0.97844, 
Left medial orbitofrontal,-1.314601,1.8114,-0.725733,0.97844, 
Left middle temporal, 0.029003,1.6885, 0.017177,0.99094, 
Left parahippocampal, 1.407888,1.4382, 0.978916,0.97844, 
Left paracentral, 1.200823,3.3613, 0.357248,0.97844, 
Left pars opercularis, 0.632915,2.0713, 0.305558,0.97844, 
Left pars orbitalis,-0.570435,2.0883,-0.273161,0.97844, 
Left pars triangularis, 0.926080,1.8987, 0.487744,0.97844, 
Left pericalcarine,-0.192103,1.7125,-0.112176,0.98046, 
Left postcentral, 0.034775,3.0440, 0.011424,0.99094, 
Left posterior cingulate,-1.858560,1.9128,-0.971624,0.97844, 
Left precentral,-3.579112,2.9494,-1.213509,0.97844, 
Left precuneus,-1.424659,2.5215,-0.565011,0.97844, 
Left rostral anterior cingulate, 0.361574,1.3064, 0.276768,0.97844, 
Left rostral middle frontal, 1.142433,1.7453, 0.654560,0.97844, 
Left superior frontal, 1.354131,2.3319, 0.580704,0.97844, 
Left superior parietal,-3.964198,2.8940,-1.369799,0.97844, 
Left superior temporal, 0.316861,2.1537, 0.147127,0.97844, 
Left supramarginal, 1.123407,1.9950, 0.563107,0.97844, 
Left transverse temporal,-0.295804,1.5333,-0.192923,0.97844, 
Left insula,-0.795750,1.2030,-0.661472,0.97844, 
Right caudal anterior cingulate,-1.383411,1.2287,-1.125928,0.97844, 
Right caudal middle frontal, 1.540178,2.1710, 0.709428,0.97844, 
Right cuneus,-2.146857,2.4178,-0.887932,0.97844, 
Right entorhinal, 0.620089,1.3337, 0.464933,0.97844, 
Right fusiform, 0.086563,1.3406, 0.064571,0.98046, 
Right inferior parietal,-2.199021,1.8148,-1.211748,0.97844, 
Right inferior temporal,-1.220273,1.5943,-0.765383,0.97844, 
Right isthmus cingulate, 1.612602,2.3222, 0.694429,0.97844, 
Right lateral occipital,-1.376762,2.4576,-0.560212,0.97844, 
Right lateral orbitofrontal,-2.906726,1.6986,-1.711271,0.97844, 
Right lingual,-0.828187,1.5754,-0.525697,0.97844, 
Right medial orbitofrontal, 0.418862,1.8829, 0.222460,0.97844, 
Right middle temporal,-2.476001,1.8122,-1.366324,0.97844, 
Right parahippocampal, 0.248548,1.6268, 0.152784,0.97844, 
Right paracentral, 0.500017,3.3282, 0.150236,0.97844, 
Right pars opercularis, 0.184890,2.2155, 0.083452,0.98046, 
Right pars orbitalis,-2.751961,1.8660,-1.474792,0.97844, 
Right pars triangularis, 1.459489,2.2264, 0.655535,0.97844, 
Right pericalcarine, 0.323307,1.6242, 0.199060,0.97844, 
Right postcentral,-0.909108,2.9598,-0.307153,0.97844, 
Right posterior cingulate,-1.002102,1.8317,-0.547086,0.97844, 
Right precentral,-0.854625,2.5181,-0.339390,0.97844, 
Right precuneus,-1.241739,2.5598,-0.485083,0.97844, 
Right rostral anterior cingulate, 0.116572,1.4971, 0.077866,0.98046, 
Right rostral middle frontal, 1.674293,1.8293, 0.915260,0.97844, 
Right superior frontal, 2.497864,2.3018, 1.085191,0.97844, 
Right superior parietal,-6.773734,3.0061,-2.253339,0.97844, 
Right superior temporal,-2.083322,2.0900,-0.996788,0.97844, 
Right supramarginal,-0.799009,2.6630,-0.300042,0.97844, 
Right transverse temporal, 0.460016,1.6833, 0.273287,0.97844, 
Right insula,-0.211612,1.1275,-0.187690,0.97844, 
