ROI name,Estimate,Std. Error,t value,p-value (FDR corrected),
Left caudal anterior cingulate, 0.0783209,0.72368, 0.1082255,0.98328, 
Left caudal middle frontal, 2.2221102,1.58330, 1.4034699,0.98328, 
Left cuneus,-2.2425658,1.29550,-1.7310390,0.98328, 
Left entorhinal,-0.5487515,0.79288,-0.6920998,0.98328, 
Left fusiform, 0.6520617,0.75590, 0.8626293,0.98328, 
Left inferior parietal,-0.5931883,0.98516,-0.6021210,0.98328, 
Left inferior temporal, 0.0043399,0.84194, 0.0051546,0.99704, 
Left isthmus cingulate, 1.0286516,1.05754, 0.9726799,0.98328, 
Left lateral occipital,-0.8239258,0.99647,-0.8268408,0.98328, 
Left lateral orbitofrontal,-1.0725609,0.99217,-1.0810259,0.98328, 
Left lingual,-1.0040187,0.88397,-1.1358040,0.98328, 
Left medial orbitofrontal,-1.1817436,1.00980,-1.1702787,0.98328, 
Left middle temporal, 0.1591804,0.94987, 0.1675808,0.98328, 
Left parahippocampal, 0.4537981,0.81687, 0.5555342,0.98328, 
Left paracentral, 3.2465443,1.77841, 1.8255336,0.98328, 
Left pars opercularis, 0.1481923,1.14993, 0.1288704,0.98328, 
Left pars orbitalis, 0.1899168,1.17828, 0.1611818,0.98328, 
Left pars triangularis, 0.2096352,1.06397, 0.1970311,0.98328, 
Left pericalcarine,-0.9047496,0.95193,-0.9504350,0.98328, 
Left postcentral, 0.6551736,1.71389, 0.3822729,0.98328, 
Left posterior cingulate,-0.0040774,1.09185,-0.0037344,0.99704, 
Left precentral,-0.7513277,1.69056,-0.4444266,0.98328, 
Left precuneus, 1.3376350,1.38915, 0.9629159,0.98328, 
Left rostral anterior cingulate,-0.0994393,0.73391,-0.1354933,0.98328, 
Left rostral middle frontal, 1.4033671,0.96665, 1.4517782,0.98328, 
Left superior frontal, 2.3990571,1.26201, 1.9009871,0.98328, 
Left superior parietal,-0.1924803,1.66718,-0.1154529,0.98328, 
Left superior temporal, 1.6653009,1.18761, 1.4022311,0.98328, 
Left supramarginal, 0.8385217,1.11114, 0.7546505,0.98328, 
Left transverse temporal,-0.1737743,0.86056,-0.2019315,0.98328, 
Left insula, 0.1926355,0.68037, 0.2831333,0.98328, 
Right caudal anterior cingulate, 0.0571452,0.70415, 0.0811549,0.98328, 
Right caudal middle frontal, 1.3478888,1.21278, 1.1114063,0.98328, 
Right cuneus,-1.6292033,1.35512,-1.2022552,0.98328, 
Right entorhinal,-0.7148166,0.69130,-1.0340119,0.98328, 
Right fusiform, 0.3177617,0.73382, 0.4330215,0.98328, 
Right inferior parietal,-0.4379987,1.01578,-0.4311959,0.98328, 
Right inferior temporal,-0.6418915,0.85206,-0.7533450,0.98328, 
Right isthmus cingulate, 0.8418221,1.28626, 0.6544727,0.98328, 
Right lateral occipital,-0.7503357,1.33414,-0.5624135,0.98328, 
Right lateral orbitofrontal,-1.5534514,0.96216,-1.6145483,0.98328, 
Right lingual,-0.7693705,0.88372,-0.8706057,0.98328, 
Right medial orbitofrontal, 0.8211300,1.05340, 0.7795025,0.98328, 
Right middle temporal,-0.3326211,1.04199,-0.3192165,0.98328, 
Right parahippocampal, 0.2209555,0.89382, 0.2472034,0.98328, 
Right paracentral, 2.0195246,1.84294, 1.0958159,0.98328, 
Right pars opercularis,-0.1037258,1.24481,-0.0833265,0.98328, 
Right pars orbitalis,-0.6704911,1.07133,-0.6258482,0.98328, 
Right pars triangularis, 1.4941431,1.22270, 1.2220050,0.98328, 
Right pericalcarine,-0.7466769,0.86038,-0.8678461,0.98328, 
Right postcentral,-0.0926611,1.67198,-0.0554201,0.98794, 
Right posterior cingulate, 0.1969642,1.03752, 0.1898410,0.98328, 
Right precentral,-0.4452676,1.41335,-0.3150447,0.98328, 
Right precuneus, 0.3370769,1.44673, 0.2329922,0.98328, 
Right rostral anterior cingulate,-0.1387122,0.83893,-0.1653440,0.98328, 
Right rostral middle frontal, 1.2352256,1.02267, 1.2078416,0.98328, 
Right superior frontal, 2.5800271,1.25260, 2.0597299,0.98328, 
Right superior parietal,-1.4201811,1.78249,-0.7967407,0.98328, 
Right superior temporal, 0.2757537,1.16525, 0.2366477,0.98328, 
Right supramarginal, 0.1587271,1.49633, 0.1060779,0.98328, 
Right transverse temporal, 0.2906304,0.95010, 0.3058947,0.98328, 
Right insula, 0.3584269,0.63447, 0.5649252,0.98328, 
