ROI name,Estimate,Std. Error,t value,p-value (FDR corrected),
Left caudal anterior cingulate, 0.155196,1.14290, 0.135791,0.96329, 
Left caudal middle frontal, 2.728714,1.54108, 1.770646,0.96062, 
Left cuneus,-0.088561,1.54461,-0.057335,0.96730, 
Left entorhinal,-0.097723,0.78504,-0.124482,0.96329, 
Left fusiform, 0.575199,0.88484, 0.650062,0.96062, 
Left inferior parietal, 0.297219,1.32364, 0.224547,0.96190, 
Left inferior temporal, 0.233071,1.13599, 0.205170,0.96190, 
Left isthmus cingulate,-2.725559,1.48434,-1.836210,0.96062, 
Left lateral occipital,-0.894411,1.18881,-0.752356,0.96062, 
Left lateral orbitofrontal,-0.610463,1.59129,-0.383628,0.96062, 
Left lingual,-0.438764,1.12008,-0.391726,0.96062, 
Left medial orbitofrontal,-0.066356,1.15153,-0.057624,0.96730, 
Left middle temporal,-1.189109,1.14875,-1.035130,0.96062, 
Left parahippocampal, 0.592443,1.02457, 0.578238,0.96062, 
Left paracentral,-1.429671,1.92692,-0.741945,0.96062, 
Left pars opercularis,-0.564232,1.51814,-0.371660,0.96062, 
Left pars orbitalis,-0.856911,1.49303,-0.573939,0.96062, 
Left pars triangularis,-1.710176,1.63133,-1.048332,0.96062, 
Left pericalcarine,-0.427923,0.95362,-0.448735,0.96062, 
Left postcentral,-1.153275,2.39175,-0.482188,0.96062, 
Left posterior cingulate, 1.810365,1.68352, 1.075347,0.96062, 
Left precentral,-0.753745,2.78331,-0.270809,0.96062, 
Left precuneus,-3.148005,1.76831,-1.780236,0.96062, 
Left rostral anterior cingulate, 0.714874,0.97305, 0.734677,0.96062, 
Left rostral middle frontal, 0.836622,1.27081, 0.658339,0.96062, 
Left superior frontal, 0.738576,1.64238, 0.449698,0.96062, 
Left superior parietal,-0.194097,2.07733,-0.093436,0.96730, 
Left superior temporal,-3.383965,2.10968,-1.604016,0.96062, 
Left supramarginal, 0.073604,1.79184, 0.041077,0.96730, 
Left transverse temporal, 1.381684,1.28713, 1.073462,0.96062, 
Left insula,-1.194911,1.13415,-1.053576,0.96062, 
Right caudal anterior cingulate, 0.603962,0.99385, 0.607697,0.96062, 
Right caudal middle frontal, 2.741581,1.59971, 1.713794,0.96062, 
Right cuneus,-0.525799,1.48986,-0.352919,0.96062, 
Right entorhinal,-0.760561,0.75089,-1.012886,0.96062, 
Right fusiform, 1.031475,0.75247, 1.370790,0.96062, 
Right inferior parietal, 0.348545,1.24679, 0.279555,0.96062, 
Right inferior temporal, 1.036789,0.93931, 1.103771,0.96062, 
Right isthmus cingulate,-0.344242,1.39628,-0.246541,0.96062, 
Right lateral occipital, 0.349674,1.34904, 0.259201,0.96062, 
Right lateral orbitofrontal,-1.328366,1.37154,-0.968523,0.96062, 
Right lingual,-0.317105,1.18398,-0.267829,0.96062, 
Right medial orbitofrontal, 0.803188,1.22308, 0.656693,0.96062, 
Right middle temporal, 0.605762,1.21448, 0.498781,0.96062, 
Right parahippocampal, 0.315490,1.04565, 0.301717,0.96062, 
Right paracentral,-1.238305,1.78406,-0.694095,0.96062, 
Right pars opercularis,-2.160242,1.73461,-1.245375,0.96062, 
Right pars orbitalis,-0.522217,1.37134,-0.380807,0.96062, 
Right pars triangularis, 0.970347,1.62712, 0.596358,0.96062, 
Right pericalcarine,-0.318058,1.08561,-0.292975,0.96062, 
Right postcentral,-2.505536,2.50350,-1.000814,0.96062, 
Right posterior cingulate, 2.197491,1.43222, 1.534321,0.96062, 
Right precentral,-2.707686,2.52420,-1.072691,0.96062, 
Right precuneus,-0.773946,1.82995,-0.422933,0.96062, 
Right rostral anterior cingulate,-1.184948,0.80785,-1.466787,0.96062, 
Right rostral middle frontal, 1.197979,1.10080, 1.088280,0.96062, 
Right superior frontal, 1.467965,1.62561, 0.903025,0.96062, 
Right superior parietal, 1.346033,1.75258, 0.768028,0.96062, 
Right superior temporal, 0.297398,2.04776, 0.145231,0.96329, 
Right supramarginal,-0.310807,1.78374,-0.174245,0.96329, 
Right transverse temporal, 1.911316,1.35207, 1.413621,0.96062, 
Right insula,-0.960625,1.14299,-0.840446,0.96062, 
